productAsin,country,date,isVerified,ratingScore,reviewTitle,reviewDescription,reviewUrl,reviewedIn,variant,variantAsin,review
B09G9BL5CP,India,06-02-2022,True,5,Truly worth the money spent! Even if you go broke!,"My honest review after going broke buying this depreciating object.I have been using android phones since the last 10 years and finally decided to switch to iPhone! I used to roast iPhone for its prices, lack of features and also things like power adapter not given in box etc, but my last android phone (iqoo 7 legend) had lot of software related issues and battery issues after updating it to android 12, tired of bugs and software glitches in android, I finally decided to buy a iPhone and switch from android to iOS And Boy Was I right!I never even held an iPhone In my life before because of its price, but now I made a great choice even if I had to spend all my savings on it.iPhone 13 is so smooth that even my IQOO 7 Legend with 120hz feels slower than it even if iPhone has only 60hz. And I can’t believe what I’m seeing, all the games/apps are so much smoother and optimised than on android.I was very sceptical about the charging speed of an iPhone Because in Iqoo I had 66w fast charger where as for iPhone I had to buy 20w separate fast charger for 1800rs, but charging speed isn’t disappointing.Display quality is truly flagship level and I’m quite a fan of the small 6.1 display believe it or not, being able to reach the top of display with just one hand is very helpful, Build quality is great.I would recommend NOT to waste extra 40k for buying 13 pro. Because I don’t think having a extra camera telephoto lens is worth spending 40k.You can see in the 3rd image attached the quality of wide angle camera pic shot on my iPhone 13, wide angle camera struggles in low light, but main camera is really good, captures true colours. Front camera is really good too, truly flagship.Speakers are Great.Battery life is better than my previous devices,iOS is very optimised in terms of battery life, easy 8hrs sot on normal usage.NOTE : While playing BGMI you loose around 2% battery every 6minutes at HD + Extreme Graphics. Which is also good. Pro Max Would Be far better in terms of battery.For the software? Yes I feel like there are few downsides, even if the software is very smooth and has very less bugs, it has two annoying things : any game gets paused when you open control centre just to check the battery etc, Lock Screen is annoying and also having to reach the top left corner just to see notifications is also annoying, clearing all notifications is also very annoying.But other than that a perfect 10/10 purchase. I was very disappointed at myself when I paid for the iPhone but when I received it I was truly happy that I bought it.Truly worth it.",https://www.amazon.in/gp/customer-reviews/R1ROPVLONGNUAZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HRYFZ,Reviewed in India on 6 February 2022,Colour: PinkSize: 256 GB,B09G9HRYFZ,truly worth the money spent even if you go broke my honest review after going broke buying this depreciating objecti have been using android phones since the last 10 years and finally decided to switch to iphone i used to roast iphone for its prices lack of features and also things like power a
B09G9BL5CP,India,06-07-2024,True,5,I love it,Nice,https://www.amazon.in/gp/customer-reviews/R66RSI0SENEH2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HRYFZ,Reviewed in India on 6 July 2024,Colour: PinkSize: 256 GB,B09G9HRYFZ,i love it nice
B09G9BL5CP,India,18-05-2024,True,5,It’s a legit iPhone,It’s a perfect iPhone I highly recommend this seller . Great price on their sale. The phone is good,https://www.amazon.in/gp/customer-reviews/R2S11RNO5ELEDP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HRYFZ,Reviewed in India on 18 May 2024,Colour: PinkSize: 256 GB,B09G9HRYFZ,its a legit iphone its a perfect iphone i highly recommend this seller  great price on their sale the phone is good
B09G9BL5CP,India,11-03-2024,True,5,Worth every penny,What I like about this phone is that it is quite reasonable comparing other iphones and Is very good and nice to use.,https://www.amazon.in/gp/customer-reviews/R2B0L31IXBMHLA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HRYFZ,Reviewed in India on 11 March 2024,Colour: PinkSize: 256 GB,B09G9HRYFZ,worth every penny what i like about this phone is that it is quite reasonable comparing other iphones and is very good and nice to use
B09G9BL5CP,India,12-10-2023,True,4,Nice.,I bought the product little expensive. Within a month price dropped by Rs.17000.,https://www.amazon.in/gp/customer-reviews/R1BZJOMYXF9K7M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HRYFZ,Reviewed in India on 12 October 2023,Colour: PinkSize: 256 GB,B09G9HRYFZ,nice i bought the product little expensive within a month price dropped by rs17000
B09G9BL5CP,India,11-03-2022,True,5,Worth the product,"Though we talk a lot about high price for iPhones, this is worth the amount. Smooth touch, perfect to hold in hand. For the screen size of 6.1"", it looks small overall. I could have gone for pro max but more than 1.5L budget is way too much for me :-)* Good battery back-up (With low battery mode always on, 5 hours of talk-time, around 2 hours of twitter and 2 hours of whatsapp usage, 1 hour of songs listening, 1 hour of rummy/candy crush games and notification of all these items, the battery comes for more than 24 hours for me)* Getting charged quickly from 20% to 100% within 2 hours* Perfect camera and I love that 'Live' photo option* Body design is awesome. When I held it in my hand for the first time, felt really happy about the design and the size of the iPhone 13.",https://www.amazon.in/gp/customer-reviews/RUT3AECX0D2CJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HRYFZ,Reviewed in India on 11 March 2022,Colour: PinkSize: 256 GB,B09G9HRYFZ,worth the product though we talk a lot about high price for iphones this is worth the amount smooth touch perfect to hold in hand for the screen size of 61 it looks small overall i could have gone for pro max but more than 15l budget is way too much for me  good battery backup with lo
B09G9BL5CP,India,31-10-2023,True,3,It's been a week since I've been using this phone,Works just fine nothing special the camera is also good but during night it's not what I expected it to be and you have to charge the phone twice if you use it a lot it also heat sometimes it it doesn't like but sometimes it doesn't feel very smooth I don't know if it's value for money,https://www.amazon.in/gp/customer-reviews/R2WHHBNWQ6YL9K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HRYFZ,Reviewed in India on 31 October 2023,Colour: PinkSize: 256 GB,B09G9HRYFZ,its been a week since ive been using this phone works just fine nothing special the camera is also good but during night its not what i expected it to be and you have to charge the phone twice if you use it a lot it also heat sometimes it it doesnt like but sometimes it doesnt feel very smooth 
B09G9BL5CP,India,29-11-2023,True,5,Great,Loved it,https://www.amazon.in/gp/customer-reviews/RZQ10EXG69IQX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HRYFZ,Reviewed in India on 29 November 2023,Colour: PinkSize: 256 GB,B09G9HRYFZ,great loved it
B09G9BL5CP,India,08-09-2022,True,5,Same as shown in pictures,There’s no same day delivery Phone was delivered to me in 3-4 days. I had to purchase  the phone thrice so on the third attempt I finally received the phone. Battery life is better than iPhone XR. Phone is same as shown in pictures. Amazon refund policy is good. I received both refunds within 24 hours.,https://www.amazon.in/gp/customer-reviews/R1ZGOKCP4HIKP0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HRYFZ,Reviewed in India on 8 September 2022,Colour: PinkSize: 256 GB,B09G9HRYFZ,same as shown in pictures theres no same day delivery phone was delivered to me in 34 days i had to purchase  the phone thrice so on the third attempt i finally received the phone battery life is better than iphone xr phone is same as shown in pictures amazon refund policy is good i received 
B09G9BL5CP,India,14-02-2024,True,2,My device is not working need help,My device is not working (switched off)Iam not able to download Invoice and warranty documentHow can I get itService center asking the document,https://www.amazon.in/gp/customer-reviews/R2TDE5OQNJ9WJR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HRYFZ,Reviewed in India on 14 February 2024,Colour: PinkSize: 256 GB,B09G9HRYFZ,my device is not working need help my device is not working switched offiam not able to download invoice and warranty documenthow can i get itservice center asking the document
B09G9BL5CP,India,06-08-2024,True,5,Its the best,Best,https://www.amazon.in/gp/customer-reviews/RB5GEL844W4OU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G93H3BR,Reviewed in India on 6 August 2024,Colour: BlueSize: 256 GB,B09G93H3BR,its the best best
B09G9BL5CP,India,25-06-2024,True,3,Not worth,Not worth,https://www.amazon.in/gp/customer-reviews/R3S8NCTCPRK90Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G93H3BR,Reviewed in India on 25 June 2024,Colour: BlueSize: 256 GB,B09G93H3BR,not worth not worth
B09G9BL5CP,India,12-05-2024,True,3,Improved version of iPhone 11,Nothing new features only model changed,https://www.amazon.in/gp/customer-reviews/R2QO7SAC741QEC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G93H3BR,Reviewed in India on 12 May 2024,Colour: BlueSize: 256 GB,B09G93H3BR,improved version of iphone 11 nothing new features only model changed
B09G9BL5CP,India,21-07-2024,True,2,Doubtful,Seals were teared but only stricker was put. I don't know whether it is new or refurbished but it's working 😕😕😕.,https://www.amazon.in/gp/customer-reviews/R2QYG29TK95ACF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G93H3BR,Reviewed in India on 21 July 2024,Colour: BlueSize: 256 GB,B09G93H3BR,doubtful seals were teared but only stricker was put i dont know whether it is new or refurbished but its working 
B09G9BL5CP,India,04-11-2023,True,5,Amazing and Best value for money Iphone,"This phone has well balanced HD oled sDisplay. Colours are accurate. Camera quality is very good even with 12 MP cameras. Selfies and portrait look good, but selfies indoor required little improvement which can be done through software. Battery back up is great. Faster transfer using Airdrop. I am getting a 1 and half day of battery backup with normal usage. Overall a perfect smartphone with ios experience.",https://www.amazon.in/gp/customer-reviews/R1IOPFMC9XS0GR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G93H3BR,Reviewed in India on 4 November 2023,Colour: BlueSize: 256 GB,B09G93H3BR,amazing and best value for money iphone this phone has well balanced hd oled sdisplay colours are accurate camera quality is very good even with 12 mp cameras selfies and portrait look good but selfies indoor required little improvement which can be done through software battery back up is grea
B09G9BL5CP,India,15-02-2024,True,5,Good,Good not like android,https://www.amazon.in/gp/customer-reviews/R1SB54DZIRZFGI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G93H3BR,Reviewed in India on 15 February 2024,Colour: BlueSize: 256 GB,B09G93H3BR,good good not like android
B09G9BL5CP,India,07-08-2024,False,4,Camera is impressive but i am not happy with battery's,,https://www.amazon.in/gp/customer-reviews/R15DK15UHWE5WQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G93H3BR,Reviewed in India on 7 August 2024,Colour: BlueSize: 256 GB,B09G93H3BR,camera is impressive but i am not happy with batterys 
B09G9BL5CP,India,24-01-2024,True,5,Supar mobile phone,Good charge,https://www.amazon.in/gp/customer-reviews/R386I6XKKRUPQN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G93H3BR,Reviewed in India on 24 January 2024,Colour: BlueSize: 256 GB,B09G93H3BR,supar mobile phone good charge
B09G9BL5CP,India,07-04-2022,True,4,Good but it’s not recommended to all,Actually I’m android user now switched to iPhone user experience is good but camera quality isn’t meet my expectations when taken photos on day times and little low lights you’ll get good quality photos. Night mode is worst. Battery is good for moderate users. Phone is very compact and display quality really awesome. My conclusion if you looking for privacy and protect from hackers definitely iPhone is safe. Those who are all moderate user and then buy this model,https://www.amazon.in/gp/customer-reviews/R334THP5JBZCC7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G93H3BR,Reviewed in India on 7 April 2022,Colour: BlueSize: 256 GB,B09G93H3BR,good but its not recommended to all actually im android user now switched to iphone user experience is good but camera quality isnt meet my expectations when taken photos on day times and little low lights youll get good quality photos night mode is worst battery is good for moderate users ph
B09G9BL5CP,India,10-12-2023,True,5,Good,Very good I am happy,https://www.amazon.in/gp/customer-reviews/R2PVS4ORKRAUKA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G93H3BR,Reviewed in India on 10 December 2023,Colour: BlueSize: 256 GB,B09G93H3BR,good very good i am happy
B09G9BL5CP,India,10-08-2024,True,4,Good,Works fine,https://www.amazon.in/gp/customer-reviews/RLSUAWT4HS9DS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 10 August 2024,Colour: GreenSize: 256 GB,B09V4MXBSN,good works fine
B09G9BL5CP,India,18-07-2024,True,4,Good,Cool,https://www.amazon.in/gp/customer-reviews/RV70X0EJA15YG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 18 July 2024,Colour: GreenSize: 256 GB,B09V4MXBSN,good cool
B09G9BL5CP,India,22-08-2024,True,5,Apple phone,"As it is an apple product, quality is ensured and proven",https://www.amazon.in/gp/customer-reviews/R159GE2Q7WQVXW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 22 August 2024,Colour: GreenSize: 256 GB,B09V4MXBSN,apple phone as it is an apple product quality is ensured and proven
B09G9BL5CP,India,07-07-2024,True,5,Dear Apple,My phone was bent for some reason. So kindly infirm check my warrenty period. Get me feedback,https://www.amazon.in/gp/customer-reviews/R2FR17VE2M2MWJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 7 July 2024,Colour: GreenSize: 256 GB,B09V4MXBSN,dear apple my phone was bent for some reason so kindly infirm check my warrenty period get me feedback
B09G9BL5CP,India,01-06-2024,True,5,excellent,fine,https://www.amazon.in/gp/customer-reviews/R3MSUJ1PH2TDUF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 1 June 2024,Colour: GreenSize: 256 GB,B09V4MXBSN,excellent fine
B09G9BL5CP,India,11-10-2023,True,5,It's good for content creation,"I mainly bought it for content creation because the software optimization was good and also because I use macbook air so data transfer between iphone is quicker than the android one, basically less hassle.Love the photo and video quality.It's also mostly for work than personal use. Customization is a bit hard but I also use android as primary phone so not an issue for me.Overall a good purchase for me.",https://www.amazon.in/gp/customer-reviews/R3DEEQS24TWLBD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 11 October 2023,Colour: GreenSize: 256 GB,B09V4MXBSN,its good for content creation i mainly bought it for content creation because the software optimization was good and also because i use macbook air so data transfer between iphone is quicker than the android one basically less hasslelove the photo and video qualityits also mostly for work than 
B09G9BL5CP,India,02-07-2024,True,2,No airdrop and personal hotspot .,"I bought this iPhone 13 . There was a manufacturing defect as this phone doesn’tHave  personal hotspot and Airdrop . It’s blocked , not turning on . Deception . I can’t afford this . I am now in foreign , my friend bought this iPhone . I am not in a position even to return this iPhone .",https://www.amazon.in/gp/customer-reviews/R1293VGUFGE1PA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 2 July 2024,Colour: GreenSize: 256 GB,B09V4MXBSN,no airdrop and personal hotspot  i bought this iphone 13  there was a manufacturing defect as this phone doesnthave  personal hotspot and airdrop  its blocked  not turning on  deception  i cant afford this  i am now in foreign  my friend bought this iphone  i am not in a position even to
B09G9BL5CP,India,29-10-2023,True,4,Bawal chij hai be..😀,,https://www.amazon.in/gp/customer-reviews/R2LG7DDX5HRCIS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 29 October 2023,Colour: GreenSize: 256 GB,B09V4MXBSN,bawal chij hai be 
B09G9BL5CP,India,29-11-2023,True,5,Amazing phone,I received iPhone 13 timely.Product is working great.It improved my lifestyle  as  well.Camera quality is awesome. Battery performance is pretty good.Thanks to Amazon for your great service.,https://www.amazon.in/gp/customer-reviews/R2WIVLELOU57FV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 29 November 2023,Colour: GreenSize: 256 GB,B09V4MXBSN,amazing phone i received iphone 13 timelyproduct is working greatit improved my lifestyle  as  wellcamera quality is awesome battery performance is pretty goodthanks to amazon for your great service
B09G9BL5CP,India,06-11-2023,True,3,"Not that great deal. Battery performance, heating,hanging","Facing heating issue, Battery performance is not that good. On screen 12 hrs only as of now. Hanging in between, which we didn’t expect from Apple. Look is fantastic. Small while compared to XR.",https://www.amazon.in/gp/customer-reviews/R25O25F7KZX2DP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 6 November 2023,Colour: GreenSize: 256 GB,B09V4MXBSN,not that great deal battery performance heatinghanging facing heating issue battery performance is not that good on screen 12 hrs only as of now hanging in between which we didnt expect from apple look is fantastic small while compared to xr
B09G9BL5CP,India,19-08-2024,True,4,Stunning Design and a Beautiful Pink!,"I finally upgraded from my trusty iPhone 5s to the iPhone 13, and let me tell you, it feels like I’ve time-traveled from the past to the future! The pink color is absolutely gorgeous—it's the perfect blend of subtle and stylish, making the phone look sleek and modern. I’ve received so many compliments on it already.The design is everything you’d expect from Apple: premium, well-crafted, and just a pleasure to hold. Coming from a 5s, it’s almost like I was using a rotary phone before this. I half-expected Siri to say, “Welcome to the 21st century!”The display is bright and vibrant, the camera is a huge leap forward, and the overall performance is incredibly smooth. It’s crazy how much has changed—face ID feels like magic, and the battery life is a dream compared to my old 5s, which needed a charger practically glued to it.If you’re thinking about upgrading, especially if you’re coming from a much older model like I was, don’t hesitate. This iPhone 13 in pink is a stunner and well worth the leap!",https://www.amazon.in/gp/customer-reviews/RJID7UME915NJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,Reviewed in India on 19 August 2024,Colour: PinkSize: 128 GB,B09G9FPGTN,stunning design and a beautiful pink i finally upgraded from my trusty iphone 5s to the iphone 13 and let me tell you it feels like ive timetraveled from the past to the future the pink color is absolutely gorgeousits the perfect blend of subtle and stylish making the phone look sleek and m
B09G9BL5CP,India,04-09-2024,True,5,My favourite 🤩,"I really wanted to get an iPhone and it is my first iPhone but i loved it the sound quality is great and it charges fast, the phone is a bit heavy but it looks classy the display also works well and the camera is the best 🤍🤍",https://www.amazon.in/gp/customer-reviews/R33TKN32S1HW1S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,Reviewed in India on 4 September 2024,Colour: PinkSize: 128 GB,B09G9FPGTN,my favourite  i really wanted to get an iphone and it is my first iphone but i loved it the sound quality is great and it charges fast the phone is a bit heavy but it looks classy the display also works well and the camera is the best 
B09G9BL5CP,India,22-06-2024,True,5,Still one of best base flagships out there in 2024,"Things I liked:1. Solid Build Quality and very polished software (compared to Samsung's One UI)2. Camera:-Rear: Rear camera is pretty decent with good color accuracy in all lighting conditions. Videos are steady and smooth.3. Mic / Speakers: Mic is exceptionally well, isolates all background sounds in noisy situations. Speakers are crisp with good bass.4. Performance: This is where the phone shines, you can throw any app available on the App store and it will run it without breaking a sweat.5. Face Id works like charm, it's the best biometric phone lock out there undoubtedly.Things I wish were better:1. Battery life would have been better, I get up to 4.30 - 5 Hours SOT with mixed usage (high brightness, 1 hour calls, 2-3 hour social media, and 2 hour media playback/music)2. Charges Slow compared to my earlier Samsung. Takes almost 1.2 Hours from 20% to 80%3. Front camera is average, it fails to get correct skin tones and lighting. I keep it on default and still it produces over saturated photos.4. Dialer / phone app sucks. I am someone who makes up to 200 calls a day due to nature of my SCM work. Dialer on Samsung is far better. For unknown call you can add a note to the number in Samsung and it reflect when the person call you again, without having to save unnecessary contacts. Number pad does not detect contact unless complete number is typed.",https://www.amazon.in/gp/customer-reviews/R1HV1XFKSZBWYV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,Reviewed in India on 22 June 2024,Colour: PinkSize: 128 GB,B09G9FPGTN,still one of best base flagships out there in 2024 things i liked1 solid build quality and very polished software compared to samsungs one ui2 camerarear rear camera is pretty decent with good color accuracy in all lighting conditions videos are steady and smooth3 mic  speakers mic is 
B09G9BL5CP,India,18-09-2024,True,5,Awesome product,Each and every thingLove this Product,https://www.amazon.in/gp/customer-reviews/RW6X30Q0YBOIL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,Reviewed in India on 18 September 2024,Colour: PinkSize: 128 GB,B09G9FPGTN,awesome product each and every thinglove this product
B09G9BL5CP,India,19-09-2024,True,5,The way it was fast.,I liked the way it was fast.,https://www.amazon.in/gp/customer-reviews/R2SFHRM8IJBAKW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,Reviewed in India on 19 September 2024,Colour: PinkSize: 128 GB,B09G9FPGTN,the way it was fast i liked the way it was fast
B09G9BL5CP,India,20-10-2023,True,3,feel good yet(6 month),"IOS 17.5 (current version updated from 16.6)Thw worst thing as a ios user for me that the fear of update , i heared some updates get display issues battery drain issues , god sake i doesn't had any issues from ios updates , but till i care- device  was great, super handy for me, little feeling of weight .Display - The 60Hz refresh rate didn't felt badly form me cause i am used such kind of device before. - The brightness Range is so comfortable. - The 2160p60 HDR videos in youtube give blissful experianceBattery And charging - The charging time:- i took 1Hour to charge  from 20% to 91% using apple 20w original adapter and cable without any interruption(no electricity break or disconnection ,calls etc) - Battery backup - I am mostly maintain battery in btw 20% <-> 80% so i think this may get one day backup for me ,Average 5h screen on timeThe one day backup is just a advertisemnt advertisement label usaully we use, actually a day like  events,party,outing  we use -camera ,editing app, social media app more than usual use , that day i didn't get a satisfied backup . - Little temperature warming while charging , no heating issue- battery health after 6 month 98%-battery cycle count 194  after 6 monthPerfomance - Good perfomance for video editing ,photography , social media . (I am not a gamer ) Camera-  Even though i  felt some lag or stuck screens in some third party applications - The cinematic Mode is mind Blowing . i missed 13 pro or higher varients for zooming in this mode . - Actually i really miss pro variant for the tele lens and camera features while i using this . Cost is wall for me. - The photos are nice and feature like exposure adjust and filter was good and quality photos . And the 5x zoomed photos is not good for me.it reduced the pixel quality .- The video and optical image stabilisation was mind blowing . i mostly explore on videos . it was soo good , no words other than that.AND THE BIGGEST FEAR FOR ME NOW IS IOS UPDATEi turned off the auto update at first place .i heared about DISPLAY ISSUES,HEATING ISSUES and BUGS in the ios updates for 13 and 14 series.So for expencive and established brand like apple does not fair . This is the only -ve i have to say as a reminder .Also i heared without ios update display issues are happened . Buy the way it is a hardware issue one of the display provider company's batch may show the issues . but we customers cannot identify which company provides the hardaware.I will attach my battery analytics data screnshot photo here so you can better understand how the battery is good The ordering experience in the greate indian sale was worst . I planned to buy this for 45999/- in oct7 greate indian sale offer but i got canceled then i bought for 48999 that was disppointed .As a whole i didn't recommend base models ,i felt i must have buy pro variant but for person who need ios in affordable price i recommend 13 is better than 14",https://www.amazon.in/gp/customer-reviews/R2CT5DGNONWDZ2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,Reviewed in India on 20 October 2023,Colour: PinkSize: 128 GB,B09G9FPGTN,feel good yet6 month ios 175 current version updated from 166thw worst thing as a ios user for me that the fear of update  i heared some updates get display issues battery drain issues  god sake i doesnt had any issues from ios updates  but till i care device  was great super handy for m
B09G9BL5CP,India,17-08-2024,True,5,It’s completely worth it product,I’m using it from almost 2 months there no issue I’m facing as such now …camera quality is great 👍 and best part is it’s Display gives you premium experience u can go for it,https://www.amazon.in/gp/customer-reviews/RACO676WH8VYK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,Reviewed in India on 17 August 2024,Colour: PinkSize: 128 GB,B09G9FPGTN,its completely worth it product im using it from almost 2 months there no issue im facing as such now camera quality is great  and best part is its display gives you premium experience u can go for it
